CHECK_ID,CHECK_TITLE,CHECK_SCORED,CHECK_CIS_LEVEL,CHECK_SEVERITY,CHECK_ASFF_RESOURCE_TYPE,CHECK_ALTERNATE,CHECK_ALTERNATE_check,CHECK_ASFF_COMPLIANCE_TYPE,CHECK_SERVICENAME,CHECK_RISK,CHECK_REMEDIATION,CHECK_DOC,CHECK_CAF_EPIC
7.85,[extra785] Check if Amazon Elasticsearch Service (ES) domains have updates available,NOT_SCORED,EXTRA,Low,AwsElasticsearchDomain,extra785,extra785,NA,es,Amazon ES regularly releases system software updates that add features or otherwise improve your domains.,The Notifications panel in the console is the easiest way to see if an update is available or check the status of an update. You can also receive these notifications through Amazon EventBridge. If you take no action on required updates; Amazon ES still updates your domain service software automatically after a certain timeframe (typically two weeks). In this situation; Amazon ES sends notifications when it starts the update and when the update is complete.,https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-service-software.html,Infrastructure Security
3.14,[check314] Ensure a log metric filter and alarm exist for VPC changes,SCORED,LEVEL1,Medium,AwsCloudTrailTrail,check314,check314,NA,vpc,Monitoring unauthorized API calls will help reveal application errors and may reduce time to detect malicious activity.,It is recommended that a metric filter and alarm be established for unauthorized requests.,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html,Logging and Monitoring
7.78,[extra778] Find VPC security groups with wide-open public IPv4 CIDR ranges (non-RFC1918) ,NOT_SCORED,EXTRA,Medium,AwsEc2SecurityGroup,extra778,extra778,NA,ec2,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security
7.47,[extra747] Check if RDS instances is integrated with CloudWatch Logs,NOT_SCORED,EXTRA,Medium,AwsRdsDbInstance,extra747,extra747,NA,rds,If logs are not enabled; monitoring of service use and threat analysis is not possible.,Use CloudWatch Logs to perform real-time analysis of the log data. Create alarms and view metrics.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/publishing_cloudwatchlogs.html,Logging and Monitoring
1.19,[check119] Ensure IAM instance roles are used for AWS resource access from instances,NOT_SCORED,LEVEL2,Medium,AwsEc2Instance,check119,check119,NA,ec2,AWS access from within AWS instances can be done by either encoding AWS keys into AWS API calls or by assigning the instance to a role which has an appropriate permissions policy for the required access. AWS IAM roles reduce the risks associated with sharing and rotating credentials that can be used outside of AWS itself. If credentials are compromised; they can be used from outside of the AWS account.,Create an IAM instance role if necessary and attach it to the corresponding EC2 instance.,http://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_use_switch-role-ec2.html,IAM
1.21,[check121] Do not setup access keys during initial user setup for all IAM users that have a console password,NOT_SCORED,LEVEL1,Medium,AwsIamUser,check121,check121,ens-op.acc.1.aws.iam.5,iam,AWS console defaults the checkbox for creating access keys to enabled. This results in many access keys being generated unnecessarily. In addition to unnecessary credentials; it also generates unnecessary management work in auditing and rotating these keys. Requiring that additional steps be taken by the user after their profile has been created will give a stronger indication of intent that access keys are (a) necessary for their work and (b) once the access key is established on an account that the keys may be in use somewhere in the organization.,From the IAM console: generate credential report and disable not required keys.,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_getting-report.html,IAM
3.13,[check313] Ensure a log metric filter and alarm exist for route table changes,SCORED,LEVEL1,Medium,AwsCloudTrailTrail,check313,check313,NA,vpc,Monitoring unauthorized API calls will help reveal application errors and may reduce time to detect malicious activity.,It is recommended that a metric filter and alarm be established for unauthorized requests.,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html,Logging and Monitoring
7.40,[extra740] Check if EBS snapshots are encrypted,NOT_SCORED,EXTRA,Medium,AwsEc2Snapshot,extra740,extra740,ens-mp.info.3.aws.ebs.3,ec2,Data encryption at rest prevents data visibility in the event of its unauthorized access or theft.,Encrypt all EBS Snapshot and Enable Encryption by default. You can configure your AWS account to enforce the encryption of the new EBS volumes and snapshot copies that you create. For example; Amazon EBS encrypts the EBS volumes created when you launch an instance and the snapshots that you copy from an unencrypted snapshot.,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/EBSEncryption.html#encryption-by-default,Data Protection
7.96,[extra796] Restrict Access to the EKS Control Plane Endpoint,NOT_SCORED,EXTRA,High,AwsEksCluster,extra796,extra796,NA,eks,By default; this API server endpoint is public to the internet; and access to the API server is secured using a combination of AWS Identity and Access Management (IAM) and native Kubernetes Role Based Access Control (RBAC).,You should enable private access to the Kubernetes API server so that all communication between your nodes and the API server stays within your VPC. You can limit the IP addresses that can access your API server from the internet; or completely disable internet access to the API server.,https://docs.aws.amazon.com/eks/latest/userguide/cluster-endpoint.html,Infrastructure Security
7.62,[extra762] Find obsolete Lambda runtimes ,NOT_SCORED,EXTRA,Medium,AwsLambdaFunction,extra762,extra762,NA,lambda,If you have functions running on a runtime that will be deprecated in the next 60 days; Lambda notifies you by email that you should prepare by migrating your function to a supported runtime. In some cases; such as security issues that require a backwards-incompatible update; or software that does not support a long-term support (LTS) schedule; advance notice might not be possible. After a runtime is deprecated; Lambda might retire it completely at any time by disabling invocation. Deprecated runtimes are not eligible for security updates or technical support.,Test new runtimes as they are made available. Implement them in production as soon as possible.,https://docs.aws.amazon.com/lambda/latest/dg/runtime-support-policy.html,Infrastructure Security
7.65,[extra765] Check if ECR image scan on push is enabled ,NOT_SCORED,EXTRA,Medium,NA,extra765,extra765,NA,ecr,Amazon ECR image scanning helps in identifying software vulnerabilities in your container images. Amazon ECR uses the Common Vulnerabilities and Exposures (CVEs) database from the open-source Clair project and provides a list of scan findings. ,Enable ECR image scanning and review the scan findings for information about the security of the container images that are being deployed.,https://docs.aws.amazon.com/AmazonECR/latest/userguide/image-scanning.html,Infrastructure Security
7.91,[extra791] Check if CloudFront distributions are using deprecated SSL protocols,NOT_SCORED,EXTRA,Medium,AwsCloudFrontDistribution,extra791,extra791,NA,cloudfront,Using insecure ciphers could affect privacy of in transit information.,Use a Security policy with a ciphers that are stronger as possible. Drop legacy and unsecure ciphers.,https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/secure-connections-supported-viewer-protocols-ciphers.html,Data Protection
7.53,[extra753] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to MongoDB ports 27017 and 27018,NOT_SCORED,EXTRA,High,AwsEc2SecurityGroup,extra753,extra753,ens-mp.com.4.aws.sg.10,ec2,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security
7.98,[extra798] Check if Lambda functions have resource-based policy set as Public,NOT_SCORED,EXTRA,Critical,AwsLambdaFunction,extra798,extra798,NA,lambda,Publicly accessible services could expose sensitive data to bad actors.,Grant usage permission on a per-resource basis and applying least privilege principle.,https://docs.aws.amazon.com/lambda/latest/dg/access-control-resource-based.html,Infrastructure Security
7.54,[extra754] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to Cassandra ports 7199 or 9160 or 8888,NOT_SCORED,EXTRA,High,AwsEc2SecurityGroup,extra754,extra754,ens-mp.com.4.aws.sg.11,ec2,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security
7.38,[extra738] Check if CloudFront distributions are set to HTTPS,NOT_SCORED,EXTRA,Medium,AwsCloudFrontDistribution,extra738,extra738,ens-mp.com.2.aws.front.1,cloudfront,If not enabled sensitive information in transit is not protected. Surveillance and other threats are risks may exists.,Use HTTPS everywhere possible. It will enforce privacy and protect against account hijacking and other threats.,https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/using-https.html,Data Protection
7.31,[extra731] Check if SNS topics have policy set as Public,NOT_SCORED,EXTRA,Critical,AwsSnsTopic,extra731,extra731,NA,sns,Publicly accessible services could expose sensitive data to bad actors.,Ensure there is a business requirement for service to be public.,https://docs.aws.amazon.com/config/latest/developerguide/sns-topic-policy.html,Infrastructure Security
7.36,[extra736] Check exposed KMS keys,NOT_SCORED,EXTRA,Critical,AwsKmsKey,extra736,extra736,ens-op.exp.11.aws.kms.2,kms,Exposed KMS Keys or wide policy permissions my leave data unprotected.,To determine the full extent of who or what currently has access to a customer master key (CMK) in AWS KMS; you must examine the CMK key policy; all grants that apply to the CMK; and potentially all AWS Identity and Access Management (IAM) policies. You might do this to determine the scope of potential usage of a CMK.,https://docs.aws.amazon.com/kms/latest/developerguide/determining-access.html,Data Protection
7.55,[extra755] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to Memcached port 11211,NOT_SCORED,EXTRA,High,AwsEc2SecurityGroup,extra755,extra755,ens-mp.com.4.aws.sg.12,ec2,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security
7.52,[extra752] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to Redis port 6379,NOT_SCORED,EXTRA,High,AwsEc2SecurityGroup,extra752,extra752,ens-mp.com.4.aws.sg.9,ec2,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security
7.99,[extra799] Check if Security Hub is enabled and its standard subscriptions,NOT_SCORED,EXTRA,High,AwsSecurityHubHub,extra799,extra799,NA,securityhub,AWS Security Hub gives you a comprehensive view of your security alerts and security posture across your AWS accounts.,Security Hub is Regional. When you enable or disable a security standard; it is enabled or disabled only in the current Region or in the Region that you specify.,https://docs.aws.amazon.com/securityhub/latest/userguide/securityhub-standards-enable-disable.html,Logging and Monitoring
7.90,[extra790] Find trust boundaries in VPC endpoint services allowlisted principles,NOT_SCORED,EXTRA,Medium,AwsEc2Vpc,extra790,NA,NA,vpc,Account VPC could be linked to other accounts.,In multi Account environments identify untrusted links. Check trust chaining and dependencies between accounts.,https://github.com/toniblyx/prowler/#trust-boundaries-checks,Infrastructure Security
7.64,[extra764] Check if S3 buckets have secure transport policy ,NOT_SCORED,EXTRA,Medium,AwsS3Bucket,extra764,extra764,ens-mp.com.2.aws.s3.1,s3,If HTTPS is not enforced on the bucket policy; communication between clients and S3 buckets can use unencrypted HTTP. As a result; sensitive information could be transmitted in clear text over the network or internet.,Ensure that S3 buckets has encryption in transit enabled.,https://docs.aws.amazon.com/AmazonS3/latest/dev/security-best-practices.html,Data Protection
7.63,[extra763] Check if S3 buckets have object versioning enabled ,NOT_SCORED,EXTRA,Medium,AwsS3Bucket,extra763,extra763,NA,s3, With versioning; you can easily recover from both unintended user actions and application failures.,Configure versioning using the Amazon console or API for buckets with sensitive information that is changing frecuently; and backup may not be enough to capture all the changes.,https://docs.aws.amazon.com/AmazonS3/latest/dev-retired/Versioning.html,Data Protection
7.97,[extra797] Ensure Kubernetes Secrets are encrypted using Customer Master Keys (CMKs),NOT_SCORED,EXTRA,Medium,AwsEksCluster,extra797,extra797,NA,eks,Implementing envelope encryption is considered a security best practice for applications that store sensitive data and is part of a defense in depth security strategy., Setup your own Customer Master Key (CMK) in KMS and link this key by providing the CMK ARN when you create an EKS cluster.,https://docs.aws.amazon.com/eks/latest/userguide/create-cluster.html,Data Protection
N.N,[checkN] Description ,NOT_SCORED,EXTRA,Medium,"AwsAccount"" # Choose appropriate value from https://docs.aws.amazon.com/securityhub/latest/userguide/securityhub-findings-format.html#asff-resource",extraN,extraN,NA,"service"" # get service short name from `curl -s https://api.regional-table.region-services.aws.a2z.com/index.json | jq -r '.prices[] | .id' | awk -F: '{ print $1 }' | sort -u",,,,
7.30,[extra730] Check if ACM Certificates are about to expire in $DAYS_TO_EXPIRE_THRESHOLD days or less,NOT_SCORED,EXTRA,High,AwsCertificateManagerCertificate,extra730,extra730,NA,acm,Expired certificates can impact service availability.,Monitor certificate expiration and take automated action to renew; replace or remove. Having shorter TTL for any security artifact is a general recommendation; but requires additional automation in place. If not longer required delete certificate. Use AWS config using the managed rule: acm-certificate-expiration-check.,https://docs.aws.amazon.com/config/latest/developerguide/acm-certificate-expiration-check.html,Data Protection
7.39,[extra739] Check if RDS instances have backup enabled,NOT_SCORED,EXTRA,Medium,AwsRdsDbInstance,extra739,extra739,NA,rds,If backup is not enabled; data is vulnerable. Human error or bad actors could erase or modify data.,Enable automated backup for production data. Define a retention period and periodically test backup restoration. A Disaster Recovery process should be in place to govern Data Protection approach.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_WorkingWithAutomatedBackups.html,Data Protection
7.151,[extra7151] Check if DynamoDB tables point-in-time recovery (PITR) is enabled,NOT_SCORED,EXTRA,Medium,AwsDynamoDbTable,extra7151,extra7151,NA,dynamodb,If the DynamoDB Table does not have point-in-time recovery enabled; it is vulnerable to accidental write or delete operations.,Enable point-in-time recovery; this is not enabled by default.,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/PointInTimeRecovery_Howitworks.html,Data Protection
1.3,[check13] Ensure credentials unused for 90 days or greater are disabled,SCORED,LEVEL1,Medium,AwsIamUser,check13,check13,ens-op.acc.1.aws.iam.3 ens-op.acc.5.aws.iam.4,iam,AWS IAM users can access AWS resources using different types of credentials (passwords or access keys). It is recommended that all credentials that have been unused in 90 or greater days be removed or deactivated.,Use the credential report to  ensure password_last_changed is less than 90 days ago.,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_getting-report.html,IAM
7.156,[extra7156] Checks if API Gateway V2 has Access Logging enabled,NOT_SCORED,EXTRA,Medium,AwsApiGatewayV2Api,extra7156,extra7156,NA,apigateway,If not enabled the logging of API calls is not possible. This information is important for monitoring API access.,Enable Access Logging in the API stage.,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-properties-apigatewayv2-stage-accesslogsettings.html,Logging and Monitoring
7.169,[extra7169] Check if global accelerators are protected by AWS Shield Advanced,NOT_SCORED,EXTRA,Medium,AwsGlobalAccelerator,extra7169,extra7169,NA,shield,AWS Shield Advanced provides expanded DDoS attack protection for your resources,Add as a protected resource in AWS Shield Advanced.,https://docs.aws.amazon.com/waf/latest/developerguide/configure-new-protection.html,Infrastructure security
1.4,[check14] Ensure access keys are rotated every 90 days or less,SCORED,LEVEL1,Medium,AwsIamUser,check14,check14,ens-op.acc.1.aws.iam.4 ens-op.acc.5.aws.iam.3,iam,Access keys consist of an access key ID and secret access key which are used to sign programmatic requests that you make to AWS. AWS users need their own access keys to make programmatic calls to AWS from the AWS Command Line Interface (AWS CLI)- Tools for Windows PowerShell- the AWS SDKs- or direct HTTP calls using the APIs for individual AWS services. It is recommended that all access keys be regularly rotated.,Use the credential report to  ensure  access_key_X_last_rotated  is less than 90 days ago.,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_getting-report.html,IAM
7.160,[extra7160] Check if Redshift has automatic upgrades enabled,NOT_SCORED,EXTRA,Medium,AwsRedshift,extra7160,extra7160,NA,redshift,Without automatic version upgrade enabled; a critical Redshift Cluster version can become severly out of date.,Enabled AutomaticVersionUpgrade on Redshift Cluster,https://docs.aws.amazon.com/redshift/latest/mgmt/managing-cluster-operations.html,Infrastructure Security
7.194,[extra7194] Check if ECR repositories have lifecycle policies enabled,NOT_SCORED,EXTRA,Low,AwsEcrRepository,extra7194,extra7194,NA,ecr,"Amazon ECR repositories run the risk of retaining huge volumes of images, increasing unnecessary cost.",Open the Amazon ECR console. Create an ECR lifecycle policy.,https://docs.aws.amazon.com/AmazonECR/latest/userguide/LifecyclePolicies.html,
2.2,[check22] Ensure CloudTrail log file validation is enabled,SCORED,LEVEL2,Medium,AwsCloudTrailTrail,check22,check22,ens-op.exp.10.aws.trail.1,cloudtrail,Enabling log file validation will provide additional integrity checking of CloudTrail logs. ,Ensure LogFileValidationEnabled is set to true for each trail.,http://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-log-filevalidation-enabling.html,Logging and Monitoring
7.193,[extra7193] Ensure default Internet Access from your Amazon AppStream fleet streaming instances should remain unchecked.,NOT_SCORED,EXTRA,Medium,AmazonAppStream,extra7193,extra7193,NA,appstream,Default Internet Access from your fleet streaming instances should be controlled using a NAT gateway in the VPC.,Uncheck the default internet access for the AppStream Fleet.,https://docs.aws.amazon.com/appstream2/latest/developerguide/set-up-stacks-fleets.html,Infrastructure Security
7.167,[extra7167] Check if Cloudfront distributions are protected by AWS Shield Advanced,NOT_SCORED,EXTRA,Medium,AwsCloudFrontDistribution,extra7167,extra7167,NA,shield,AWS Shield Advanced provides expanded DDoS attack protection for your resources,Add as a protected resource in AWS Shield Advanced.,https://docs.aws.amazon.com/waf/latest/developerguide/configure-new-protection.html,Infrastructure security
2.5,[check25] Ensure AWS Config is enabled in all regions,SCORED,LEVEL1,Medium,NA,check25,check25,ens-op.exp.1.aws.cfg.1,configservice,The AWS configuration item history captured by AWS Config enables security analysis; resource change tracking; and compliance auditing.,It is recommended to enable AWS Config be enabled in all regions.,https://aws.amazon.com/blogs/mt/aws-config-best-practices/,Logging and Monitoring
7.158,[extra7158] Check if ELBV2 has listeners underneath,NOT_SCORED,EXTRA,Medium,AwsElbv2LoadBalancer,extra7158,extra7158,NA,elb,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers V2.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection
7.133,[extra7133] Check if RDS instances have multi-AZ enabled,NOT_SCORED,EXTRA,Medium,AwsRdsDbInstance,extra7133,extra7133,NA,rds,In case of failure; with a single-AZ deployment configuration; should an availability zone specific database failure occur; Amazon RDS can not automatically fail over to the standby availability zone.,Enable multi-AZ deployment for production databases.,https://aws.amazon.com/rds/features/multi-az/,Data Protection
7.134,[extra7134] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to FTP ports 20 or 21 ,NOT_SCORED,EXTRA,High,AwsEc2SecurityGroup,extra7134,extra7134,NA,ec2,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security
7.102,[extra7102] Check if any of the Elastic or Public IP are in Shodan (requires Shodan API KEY),NOT_SCORED,EXTRA,High,AwsEc2Eip,extra7102,extra7102,NA,ec2,Sites like Shodan index exposed systems and further expose them to wider audiences as a quick way to find exploitable systems.,Check Identified IPs; consider changing them to private ones and delete them from Shodan.,https://www.shodan.io/,Infrastructure Security
7.105,[extra7105] Check if Amazon SageMaker Models have network isolation enabled,NOT_SCORED,EXTRA,Medium,AwsSageMakerModel,extra7105,extra7105,NA,sagemaker,This could provide an avenue for unauthorized access to your data.,Restrict which traffic can access by launching Studio in a Virtual Private Cloud (VPC) of your choosing.,https://docs.aws.amazon.com/sagemaker/latest/dg/studio-notebooks-and-internet-access.html,Infrastructure Security
7.166,[extra7166] Check if Elastic IP addresses with associations are protected by AWS Shield Advanced,NOT_SCORED,EXTRA,Medium,AwsEc2Eip,extra7166,extra7166,NA,shield,AWS Shield Advanced provides expanded DDoS attack protection for your resources,Add as a protected resource in AWS Shield Advanced.,https://docs.aws.amazon.com/waf/latest/developerguide/configure-new-protection.html,Infrastructure security
7.192,[extra7192] Ensure session idle disconnect timeout is set to 10 minutes or less.,NOT_SCORED,EXTRA,Medium,AmazonAppStream,extra7192,extra7192,NA,appstream,Idle disconnect timeout in minutes is the amount of time that users can be inactive before they are disconnected from their streaming session and the Disconnect timeout in minutes time begins.,Change the session idle timeout to 10 minutes or less for the AppStream Fleet.,https://docs.aws.amazon.com/appstream2/latest/developerguide/set-up-stacks-fleets.html,Infrastructure Security
7.159,[extra7159] Check if ELB has listeners underneath,NOT_SCORED,EXTRA,Medium,AwsElbLoadBalancer,extra7159,extra7159,NA,elb,The rules that are defined for a listener determine how the load balancer routes requests to its registered targets.,Add listeners to Elastic Load Balancers.,https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-listener-config.html,Data Protection
2.4,[check24] Ensure CloudTrail trails are integrated with CloudWatch Logs,SCORED,LEVEL1,Low,AwsCloudTrailTrail,check24,check24,ens-op.exp.8.aws.cw.1,cloudtrail,Sending CloudTrail logs to CloudWatch Logs will facilitate real-time and historic activity logging based on user; API; resource; and IP address; and provides opportunity to establish alarms and notifications for anomalous or sensitivity account activity.,Validate that the trails in CloudTrail has an arn set in the CloudWatchLogsLogGroupArn property.,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/send-cloudtrail-events-to-cloudwatch-logs.html,Logging and Monitoring
7.195,[check7195] Ensure CodeArtifact internal packages do not allow external public source publishing.,NOT_SCORED,EXTRA,Critical,Other,extra7195,extra7195,NA,codeartifact,Allowing package versions of a package to be added both by direct publishing and ingesting from public repositories makes you vulnerable to a dependency substitution attack.,Configure package origin controls on a package in a repository to limit how versions of that package can be added to the repository.,https://docs.aws.amazon.com/codeartifact/latest/ug/package-origin-controls.html,
7.161,[extra7161] Check if EFS protects sensitive data with encryption at rest,NOT_SCORED,EXTRA,Medium,AwsEfsFileSystem,extra7161,extra7161,NA,efs,EFS should be encrypted at rest to prevent exposure of sensitive data to bad actors,Ensure that encryption at rest is enabled for EFS file systems. Encryption at rest can only be enabled during the file system creation.,https://docs.aws.amazon.com/efs/latest/ug/encryption-at-rest.html,Data Protection
2.3,[check23] Ensure the S3 bucket CloudTrail logs to is not publicly accessible,SCORED,LEVEL1,Critical,AwsS3Bucket,check23,check23,ens-op.exp.10.aws.trail.3 ens-op.exp.10.aws.trail.4,cloudtrail,Allowing public access to CloudTrail log content may aid an adversary in identifying weaknesses in the affected accounts use or configuration.,Analyze Bucket policy to validate appropriate permissions. Ensure the AllUsers principal is not granted privileges. Ensure the AuthenticatedUsers principal is not granted privileges.,https://docs.aws.amazon.com/IAM/latest/UserGuide/reference_policies_elements_principal.html,Logging and Monitoring
7.157,[extra7157] Check if API Gateway V2 has configured authorizers,NOT_SCORED,EXTRA,Medium,AwsApiGatewayV2Api,extra7157,extra7157,NA,apigateway,If no authorizer is enabled anyone can use the service.,Implement JWT or Lambda Function to control access to your API.,https://docs.aws.amazon.com/apigatewayv2/latest/api-reference/apis-apiid-authorizers.html,IAM
1.5,[check15] Ensure IAM password policy requires at least one uppercase letter,SCORED,LEVEL1,Medium,NA,check15,check15,NA,iam,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.,"Ensure ""Requires at least one uppercase letter"" is checked under ""Password Policy"".",https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html,IAM
7.168,[extra7168] Check if Route53 hosted zones are protected by AWS Shield Advanced,NOT_SCORED,EXTRA,Medium,AwsRoute53Domain,extra7168,extra7168,NA,shield,AWS Shield Advanced provides expanded DDoS attack protection for your resources,Add as a protected resource in AWS Shield Advanced.,https://docs.aws.amazon.com/waf/latest/developerguide/configure-new-protection.html,Infrastructure security
7.150,[extra7150] Check if Elastic Load Balancers have deletion protection enabled,NOT_SCORED,EXTRA,Medium,AwsElbLoadBalancer,extra7150,extra7150,NA,elb,If deletion protection is not enabled; the resource is not protected against deletion.,Enable deletion protection attribute; this is not enabled by default.,https://docs.aws.amazon.com/elasticloadbalancing/latest/application/application-load-balancers.html#deletion-protection,Data Protection
1.2,[check12] Ensure multi-factor authentication (MFA) is enabled for all IAM users that have a console password,SCORED,LEVEL1,High,AwsIamUser,check12,check12,ens-op.acc.5.aws.iam.1,iam,Unauthorized access to this critical account if password is not secure or it is disclosed in any way.,Enable MFA for all IAM users that have a console password. MFA is a simple best practice that adds an extra layer of protection on top of your user name and password. Recommended to use hardware keys over virtual MFA.,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_mfa_enable_virtual.html,IAM
4.6,[check46] Ensure no Network ACLs allow ingress from 0.0.0.0/0 to Microsoft RDP port 3389,SCORED,LEVEL2,High,AwsEc2NetworkAcl,check46,check46,NA,ec2,Even having a perimeter firewall; having network acls open allows any user or malware with vpc access to scan for well known and sensitive ports and gain access to instance.,Apply Zero Trust approach. Implement a process to scan and remediate unrestricted or overly permissive network acls. Recommended best practices is to narrow the definition for the minimum ports required.,https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html,Infrastructure Security
7.104,[extra7104] Check if Amazon SageMaker Notebook instances have VPC settings configured,NOT_SCORED,EXTRA,Medium,AwsSageMakerNotebookInstance,extra7104,extra7104,NA,sagemaker,This could provide an avenue for unauthorized access to your data.,Restrict which traffic can access by launching Studio in a Virtual Private Cloud (VPC) of your choosing.,https://docs.aws.amazon.com/sagemaker/latest/dg/studio-notebooks-and-internet-access.html,Infrastructure Security
4.1,[check41] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to port 22,SCORED,LEVEL2,High,AwsEc2SecurityGroup,check41,check41,ens-mp.com.4.aws.sg.4,ec2,Even having a perimeter firewall; having security groups open allows any user or malware with vpc access to scan for well known and sensitive ports and gain access to instance.,Apply Zero Trust approach. Implement a process to scan and remediate unrestricted or overly permissive security groups. Recommended best practices is to narrow the definition for the minimum ports required.,https://docs.aws.amazon.com/eks/latest/userguide/sec-group-reqs.html,Infrastructure Security
7.103,[extra7103] Check if Amazon SageMaker Notebook instances have root access disabled,NOT_SCORED,EXTRA,Medium,AwsSageMakerNotebookInstance,extra7103,extra7103,NA,sagemaker,Users with root access have administrator privileges; users can access and edit all files on a notebook instance with root access enabled.,set the RootAccess field to Disabled. You can also disable root access for users when you create or update a notebook instance in the Amazon SageMaker console.,https://docs.aws.amazon.com/sagemaker/latest/dg/nbi-root-access.html,IAM
7.135,[extra7135] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to Kafka port 9092 ,NOT_SCORED,EXTRA,High,AwsEc2SecurityGroup,extra7135,extra7135,NA,ec2,If Security groups are not properly configured the attack surface is increased. ,Use a Zero Trust approach. Narrow ingress traffic as much as possible. Consider north-south as well as east-west traffic.,https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Infrastructure Security
7.132,[extra7132] Check if RDS instances has enhanced monitoring enabled,NOT_SCORED,EXTRA,Low,AwsRdsDbInstance,extra7132,extra7132,NA,rds,A smaller monitoring interval results in more frequent reporting of OS metrics.,To use Enhanced Monitoring; you must create an IAM role; and then enable Enhanced Monitoring.,https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Monitoring.OS.html,Logging and Monitoring
3.4,[check34] Ensure a log metric filter and alarm exist for IAM policy changes,SCORED,LEVEL1,Medium,AwsCloudTrailTrail,check34,check34,ens-op.exp.8.aws.trail.6,iam,Monitoring unauthorized API calls will help reveal application errors and may reduce time to detect malicious activity.,It is recommended that a metric filter and alarm be established for unauthorized requests.,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-alarms-for-cloudtrail.html,IAM
7.149,[extra7149] Check if Redshift Clusters have automated snapshots enabled,NOT_SCORED,EXTRA,Medium,AwsRedshiftCluster,extra7149,extra7149,NA,redshift,If backup is not enabled; data is vulnerable. Human error or bad actors could erase or modify data.,Enable automated backup for production data. Define a retention period and periodically test backup restoration. A Disaster Recovery process should be in place to govern Data Protection approach.,https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/AWS_Redshift.html,Data Protection
